# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG13097	FBgn0032051	FBtr0079697	protein_coding	0	0	2	91	1	0	0	0	0	0	0	80	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10
CG13101	FBgn0032084	FBtr0079783	protein_coding	1	17	6	588	3	0	7	0	0	0	0	174	0	0	231	6	0	0	0	0	2	0	0	1	0	15	175
CG13101	FBgn0032084	FBtr0079784	protein_coding	1	17	6	589	6	0	7	0	0	0	0	172	0	0	231	6	0	0	0	0	2	0	0	1	0	15	175
CG13102	FBgn0032088	FBtr0079766	protein_coding	0	2	4	322	0	0	2	0	0	0	0	165	0	0	2	4	0	0	0	0	0	0	0	0	0	2	153
CG13102	FBgn0032088	FBtr0309842	protein_coding	0	2	4	357	25	0	2	0	0	0	0	175	0	0	2	4	0	0	0	0	0	0	0	0	0	2	153
CG13108	FBgn0032100	FBtr0079773	protein_coding	2	11	13	385	16	0	4	0	0	0	0	172	0	0	6	13	0	0	0	0	0	0	1	1	0	11	187
CG1311	FBgn0035523	FBtr0073232	protein_coding	0	34	2	280	1	0	3	0	0	0	0	101	0	0	48	2	0	0	0	0	3	0	0	0	0	31	130
CG1311	FBgn0035523	FBtr0333566	protein_coding	0	34	2	280	1	0	3	0	0	0	0	101	0	0	48	2	0	0	0	0	3	0	0	0	0	31	130
CG13110	FBgn0032111	FBtr0079805	protein_coding	0	5	0	431	0	0	5	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	5	226
CG13113	FBgn0032126	FBtr0079832	protein_coding	0	6	8	236	1	0	0	0	0	0	0	90	0	0	0	8	0	0	0	0	0	0	0	0	0	6	145
CG13114	FBgn0032127	FBtr0273329	protein_coding	0	16	5	252	0	0	0	0	0	0	0	112	0	0	0	5	0	0	0	0	0	0	0	0	0	16	140
CG13116	FBgn0032139	FBtr0079863	protein_coding	0	18	1	212	10	0	3	0	0	0	0	98	0	0	0	1	0	0	0	0	0	0	0	0	0	18	101
CG13116	FBgn0032139	FBtr0335502	protein_coding	0	18	1	211	9	0	3	0	0	0	0	98	0	0	0	1	0	0	0	0	0	0	0	0	0	18	101
CG13117	FBgn0032140	FBtr0079864	protein_coding	0	4	1	228	6	1	2	0	0	0	0	120	0	0	0	1	0	0	0	0	0	0	0	0	0	3	100
CG13117	FBgn0032140	FBtr0335503	protein_coding	0	4	1	237	14	1	2	0	0	0	0	121	0	0	0	1	0	0	0	0	0	0	0	0	0	3	100
CG13123	FBgn0032150	FBtr0079917	protein_coding	0	5	2	140	0	0	2	0	0	0	0	40	0	0	0	2	0	0	0	0	0	0	0	0	0	5	98
CG13123	FBgn0032150	FBtr0331285	protein_coding	1	3	2	141	0	0	3	0	0	0	0	40	0	0	1	2	0	0	0	1	0	0	0	0	0	3	98
CG13123	FBgn0032150	FBtr0331286	protein_coding	0	3	2	142	0	0	4	0	0	0	0	40	0	0	0	2	0	0	0	0	0	0	0	0	0	3	98
CG13124	FBgn0032156	FBtr0079902	protein_coding	0	21	3	159	2	0	15	0	0	0	0	27	0	0	33	3	0	0	0	0	3	0	0	0	0	18	85
CG13124	FBgn0032156	FBtr0079903	protein_coding	0	21	3	159	2	0	15	0	0	0	0	27	0	0	33	3	0	0	0	0	3	0	0	0	0	18	85
CG13124	FBgn0032156	FBtr0290197	protein_coding	0	21	2	160	1	0	15	0	0	0	0	28	0	0	34	2	0	0	0	0	3	0	0	0	0	18	85
CG13124	FBgn0032156	FBtr0300866	protein_coding	0	21	3	159	2	0	15	0	0	0	0	27	0	0	33	3	0	0	0	0	3	0	0	0	0	18	85
CG13124	FBgn0032156	FBtr0300867	protein_coding	0	21	3	159	2	0	15	0	0	0	0	27	0	0	33	3	0	0	0	0	3	0	0	0	0	18	85
CG13124	FBgn0032156	FBtr0300868	protein_coding	0	21	3	159	2	0	15	0	0	0	0	27	0	0	33	3	0	0	0	0	3	0	0	0	0	18	85
CG13124	FBgn0032156	FBtr0300869	protein_coding	0	21	3	159	2	0	15	0	0	0	0	27	0	0	33	3	0	0	0	0	3	0	0	0	0	18	85
CG13124	FBgn0032156	FBtr0300870	protein_coding	0	21	2	160	2	0	15	0	0	0	0	27	0	0	34	2	0	0	0	0	3	0	0	0	0	18	85
CG13124	FBgn0032156	FBtr0300871	protein_coding	0	21	2	162	5	0	15	0	0	0	0	26	0	0	34	2	0	0	0	0	3	0	0	0	0	18	85
CG13126	FBgn0032168	FBtr0079892	protein_coding	0	6	4	173	2	0	3	0	0	0	0	127	0	0	1	4	0	0	0	0	0	0	0	0	0	6	40
CG13126	FBgn0032168	FBtr0343747	protein_coding	0	6	4	178	10	0	3	0	0	0	0	124	0	0	1	4	0	0	0	0	0	0	0	0	0	6	40
CG13127	FBgn0032176	FBtr0079933	protein_coding	2	55	38	288	15	1	7	1	0	1	0	137	2	0	0	36	0	0	0	0	0	0	0	0	0	54	129
CG13131	FBgn0032175	FBtr0079971	protein_coding	1	50	84	250	1	0	2	1	0	0	0	82	0	0	2	83	0	0	0	0	0	0	0	1	0	50	163
CG13133	FBgn0032181	FBtr0079969	protein_coding	0	11	1	273	16	0	1	0	0	0	0	118	0	0	0	1	0	0	0	0	0	0	0	0	0	11	138
CG13135	FBgn0032184	FBtr0079966	protein_coding	0	9	4	300	7	1	3	0	0	0	0	166	0	0	0	4	0	0	0	0	0	0	0	0	0	8	124
CG13135	FBgn0032184	FBtr0339512	protein_coding	0	9	4	300	8	1	3	0	0	0	0	165	0	0	0	4	0	0	0	0	0	0	0	0	0	8	124
CG13137	FBgn0032188	FBtr0301684	protein_coding	0	18	9	295	0	0	1	0	0	0	0	131	0	0	0	9	0	0	0	0	0	0	0	0	0	18	163
CG13138	FBgn0032211	FBtr0080066	protein_coding	0	13	6	165	3	0	1	0	0	1	0	103	0	0	1	5	0	0	0	0	0	0	0	0	0	13	57
CG13138	FBgn0032211	FBtr0345746	protein_coding	0	13	6	167	4	0	1	0	0	1	0	104	0	0	1	5	0	0	0	0	0	0	0	0	0	13	57
CG1314	FBgn0031134	FBtr0077286	protein_coding	0	5	1	158	3	0	3	0	0	0	0	73	0	0	0	1	0	0	0	0	0	0	0	0	0	5	79
CG13144	FBgn0032260	FBtr0080037	protein_coding	0	8	1	342	17	0	1	0	0	0	0	158	0	0	0	1	0	0	0	0	0	0	0	0	0	8	166
CG13148	FBgn0033767	FBtr0087847	protein_coding	0	11	6	160	0	0	1	0	0	0	0	104	0	0	12	6	0	0	0	0	1	0	0	0	0	10	44
CG13148	FBgn0033767	FBtr0087848	protein_coding	0	11	6	160	0	0	1	0	0	0	0	104	0	0	12	6	0	0	0	0	1	0	0	0	0	10	44
CG13148	FBgn0033767	FBtr0331975	protein_coding	0	11	6	163	0	0	1	0	0	0	0	104	0	0	18	6	0	0	0	0	1	0	0	0	0	10	41
CG13148	FBgn0033767	FBtr0331976	protein_coding	0	11	6	157	0	0	0	0	0	0	0	104	0	0	12	6	0	0	0	0	1	0	0	0	0	10	42
CG1315	FBgn0026565	FBtr0081699	protein_coding	0	6	3	88	0	0	0	0	0	0	0	37	0	0	3	3	0	0	0	0	0	0	0	0	0	6	48
CG1315	FBgn0026565	FBtr0337022	protein_coding	0	6	3	90	0	0	0	0	0	0	0	39	0	0	3	3	0	0	0	0	0	0	0	0	0	6	48
CG13151	FBgn0033750	FBtr0087939	protein_coding	0	5	8	138	0	0	0	0	0	0	0	76	0	0	0	8	0	0	0	0	0	0	0	0	0	5	62
CG13154	FBgn0033736	FBtr0087953	protein_coding	0	8	3	135	3	0	3	0	0	0	0	70	0	0	0	3	0	0	0	0	0	0	0	0	0	8	59
CG13155	FBgn0033723	FBtr0087956	protein_coding	1	4	2	170	0	0	0	0	0	0	0	76	0	0	3	2	0	0	0	0	1	0	1	0	0	3	92
CG13157	FBgn0033732	FBtr0087925	protein_coding	2	14	15	264	1	1	3	1	0	0	0	146	2	0	13	14	0	0	0	0	1	0	0	0	0	12	102
CG13159	FBgn0033721	FBtr0087912	protein_coding	0	0	5	145	0	0	0	0	2	0	0	78	0	0	0	3	0	0	0	0	0	0	0	0	0	0	67
CG1316	FBgn0035526	FBtr0073233	protein_coding	0	15	1	270	5	1	2	0	0	0	0	105	0	0	11	1	0	0	0	0	2	0	0	0	0	12	149
CG13160	FBgn0033720	FBtr0087911	protein_coding	1	16	8	193	1	0	2	0	0	0	0	80	1	0	16	8	0	0	0	0	3	1	0	0	0	13	96
CG13160	FBgn0033720	FBtr0332250	protein_coding	1	16	8	193	1	0	2	0	0	0	0	80	1	0	16	8	0	0	0	0	3	1	0	0	0	13	96
CG13163	FBgn0033712	FBtr0087896	protein_coding	0	3	2	133	3	0	3	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	0	0	0	3	79
CG13163	FBgn0033712	FBtr0339628	protein_coding	0	3	2	133	7	0	3	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0	3	79
CG13168	FBgn0033705	FBtr0087998	protein_coding	0	9	0	226	2	1	11	0	0	0	0	119	0	0	2	0	0	0	0	0	1	0	0	0	0	7	93
CG13168	FBgn0033705	FBtr0087999	protein_coding	0	9	0	227	2	0	11	0	0	0	0	119	0	0	2	0	0	0	0	0	2	0	0	0	0	7	93
CG13168	FBgn0033705	FBtr0339585	protein_coding	1	8	0	226	2	1	11	0	0	0	0	119	0	0	2	0	0	0	0	0	1	0	1	0	0	6	93
CG1317	FBgn0035333	FBtr0072901	protein_coding	0	32	5	363	14	0	1	0	1	0	0	196	0	0	4	4	0	0	0	0	0	0	0	0	0	32	148
CG1317	FBgn0035333	FBtr0300773	protein_coding	0	32	5	363	12	0	1	0	1	0	0	196	0	0	6	4	0	0	0	0	0	0	0	0	0	32	148
CG1317	FBgn0035333	FBtr0345587	protein_coding	0	32	5	371	15	0	1	0	1	0	0	201	0	0	6	4	0	0	0	0	0	0	0	0	0	32	148
CG13170	FBgn0033703	FBtr0087996	protein_coding	0	8	3	410	4	0	1	0	0	0	0	207	0	0	0	3	0	1	0	0	1	0	0	0	0	7	197
CG13171	FBgn0033701	FBtr0087995	protein_coding	0	0	0	226	1	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94
CG13175	FBgn0033693	FBtr0100143	protein_coding	0	0	3	68	3	0	0	0	0	0	0	52	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13
CG13177	FBgn0040759	FBtr0112772	protein_coding	1	2	3	105	6	0	2	0	0	0	0	38	0	0	2	3	0	0	0	0	0	0	1	0	0	2	57
CG13177	FBgn0040759	FBtr0345490	protein_coding	1	2	3	107	11	0	2	0	0	0	0	35	0	0	2	3	0	0	0	0	0	0	1	0	0	2	57
CG13183	FBgn0033667	FBtr0088054	protein_coding	0	21	2	336	3	1	7	0	0	0	0	92	0	0	112	2	0	0	0	0	1	0	0	0	0	19	122
CG13185	FBgn0033661	FBtr0310323	protein_coding	0	165	55	178	5	0	3	0	0	1	0	94	0	0	22	54	0	0	0	0	11	0	0	0	0	156	63
CG13186	FBgn0033680	FBtr0087981	protein_coding	0	6	0	211	5	0	2	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	6	122
CG13188	FBgn0033668	FBtr0088039	protein_coding	0	17	9	795	12	0	6	0	0	0	1	65	0	0	610	8	0	0	0	0	3	0	0	0	0	14	105
CG13188	FBgn0033668	FBtr0088040	protein_coding	0	12	1	808	11	0	6	0	0	0	0	65	0	0	624	1	0	0	0	0	3	0	0	0	0	9	105
CG1319	FBgn0035529	FBtr0300775	protein_coding	0	5	1	201	3	0	2	0	0	0	0	107	0	0	3	1	0	0	0	0	2	0	0	0	0	3	87
CG13192	FBgn0033653	FBtr0088031	protein_coding	0	8	1	302	12	0	2	0	0	0	0	148	0	0	11	1	0	0	0	0	1	0	0	0	0	7	129
CG13193	FBgn0033650	FBtr0088029	protein_coding	0	8	3	286	0	0	0	0	0	0	0	145	0	0	7	3	0	0	0	0	0	0	0	0	0	8	134
CG13196	FBgn0033645	FBtr0088084	protein_coding	0	28	9	376	7	0	0	0	0	1	0	231	0	0	29	8	0	0	0	0	2	0	0	0	1	25	111
CG13197	FBgn0062449	FBtr0088078	protein_coding	3	5	5	253	2	0	2	0	0	0	0	81	3	0	63	5	0	0	0	0	3	0	0	0	0	2	108
CG13197	FBgn0062449	FBtr0345619	protein_coding	3	6	5	277	51	0	2	0	0	0	0	55	3	0	63	5	0	1	0	0	4	0	0	0	0	2	108
CG13198	FBgn0033640	FBtr0088072	protein_coding	2	7	2	197	0	0	0	0	0	0	0	101	1	0	15	2	0	0	0	0	2	0	1	0	0	5	83
CG13202	FBgn0033623	FBtr0088157	protein_coding	0	2	2	82	2	1	5	0	0	0	0	4	0	0	1	2	0	0	0	0	1	0	0	0	0	0	71
CG13203	FBgn0033628	FBtr0304901	protein_coding	0	18	7	285	8	0	6	0	0	0	0	118	0	0	42	7	0	0	0	0	1	0	0	0	0	18	111
CG13203	FBgn0033628	FBtr0304902	protein_coding	0	9	1	286	8	1	8	0	0	0	0	118	0	0	17	1	0	0	0	0	0	0	0	0	0	8	135
CG13204	FBgn0033627	FBtr0088128	protein_coding	0	16	1	277	0	0	4	0	0	0	0	137	0	0	36	1	0	0	0	0	1	0	0	0	0	15	101
CG13204	FBgn0033627	FBtr0088129	protein_coding	0	18	1	260	0	1	2	0	0	0	0	137	0	0	4	1	0	0	0	0	2	0	0	0	0	15	119
CG13215	FBgn0033592	FBtr0088192	protein_coding	0	6	3	268	4	0	5	0	0	0	0	128	0	0	0	3	0	0	0	0	0	0	0	0	0	6	131
CG13216	FBgn0033591	FBtr0088193	protein_coding	0	12	9	280	2	0	0	0	0	0	0	134	0	0	0	9	0	0	0	0	0	0	0	0	0	12	144
CG13217	FBgn0033590	FBtr0088194	protein_coding	0	4	0	297	0	1	2	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	3	112
CG13218	FBgn0033587	FBtr0088195	protein_coding	0	7	3	297	5	0	0	0	0	0	0	170	0	0	0	3	0	0	0	0	0	0	0	0	0	7	122
CG13220	FBgn0033608	FBtr0088116	protein_coding	0	2	0	71	2	1	1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
CG13220	FBgn0033608	FBtr0332421	protein_coding	0	2	0	72	2	1	2	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
CG13223	FBgn0033599	FBtr0088113	protein_coding	0	29	2	263	0	0	2	0	0	0	0	173	0	0	16	2	0	0	0	0	4	0	0	0	0	25	76
CG13226	FBgn0033594	FBtr0088108	protein_coding	0	10	0	346	9	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	10	149
CG13227	FBgn0033589	FBtr0088107	protein_coding	0	7	1	317	13	0	1	0	0	0	0	111	0	0	0	1	0	0	0	0	1	0	0	0	0	6	192
CG13228	FBgn0033588	FBtr0088106	protein_coding	0	12	1	298	1	0	1	0	0	0	0	122	0	0	0	1	0	0	0	0	0	0	0	0	0	12	174
CG13229	FBgn0033579	FBtr0088206	protein_coding	0	28	4	496	3	1	12	0	0	0	0	204	0	0	122	4	0	0	0	0	4	0	0	0	0	23	159
CG13229	FBgn0033579	FBtr0330602	protein_coding	1	28	4	1306	16	1	18	0	0	0	0	276	0	0	891	4	0	0	0	1	4	0	0	0	0	23	110
CG13229	FBgn0033579	FBtr0330603	protein_coding	0	28	4	1307	16	1	16	0	0	0	0	276	0	0	893	4	0	0	0	0	4	0	0	0	0	23	110
CG13230	FBgn0040764	FBtr0088204	protein_coding	0	2	0	275	1	0	0	0	0	0	0	136	0	0	5	0	0	0	0	0	0	0	0	0	0	2	133
CG13231	FBgn0033580	FBtr0088203	protein_coding	0	0	0	359	18	0	6	0	0	0	0	117	0	0	3	0	0	0	0	0	0	0	0	0	0	0	215
CG13239	FBgn0037197	FBtr0078548	protein_coding	0	0	2	85	3	0	0	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	0	0	41
CG1324	FBgn0031129	FBtr0077293	protein_coding	0	7	1	135	1	0	2	0	0	0	0	68	0	0	1	1	0	0	0	0	0	0	0	0	0	7	63
CG1324	FBgn0031129	FBtr0346615	protein_coding	0	7	1	137	4	0	2	0	0	0	0	67	0	0	1	1	0	0	0	0	0	0	0	0	0	7	63
CG13243	FBgn0028903	FBtr0080787	protein_coding	0	12	2	215	5	0	4	0	0	0	0	97	0	0	2	2	0	0	0	0	2	0	0	0	0	10	108
CG13243	FBgn0028903	FBtr0331276	protein_coding	0	11	2	216	5	0	4	0	0	0	0	98	0	0	2	2	0	0	0	0	1	0	0	0	0	10	108
CG13244	FBgn0032577	FBtr0080792	protein_coding	0	2	0	185	2	0	1	0	0	0	0	93	0	0	1	0	0	0	0	0	1	0	0	0	0	2	88
CG13245	FBgn0045827	FBtr0080802	protein_coding	0	4	1	292	5	1	7	0	0	0	0	174	0	0	1	1	0	0	0	0	0	0	0	0	0	3	105
CG13245	FBgn0045827	FBtr0332228	protein_coding	0	4	1	299	5	1	8	0	0	0	0	174	0	0	1	1	0	0	0	0	0	0	0	0	0	3	111
CG13245	FBgn0045827	FBtr0346121	protein_coding	0	3	1	285	5	0	0	0	0	0	0	174	0	0	1	1	0	0	0	0	0	0	0	0	0	3	105
CG13247	FBgn0036979	FBtr0078184	protein_coding	0	4	4	99	1	0	3	0	0	0	0	32	0	0	1	4	0	0	0	0	1	0	0	0	0	3	63
CG13248	FBgn0036984	FBtr0078234	protein_coding	0	13	6	116	2	0	1	0	0	0	0	40	0	0	11	6	0	0	0	0	2	0	0	0	0	11	64
CG13250	FBgn0037013	FBtr0078211	protein_coding	0	1	2	101	0	0	0	0	0	0	0	39	0	0	19	2	0	0	0	0	0	0	0	0	0	1	43
CG13250	FBgn0037013	FBtr0331565	protein_coding	0	1	2	99	0	0	0	0	0	0	0	39	0	0	6	2	0	0	0	0	0	0	0	0	0	1	54
CG13251	FBgn0037014	FBtr0078243	protein_coding	0	9	16	73	0	0	0	0	1	0	0	33	0	0	2	15	0	0	0	0	0	0	0	0	0	9	38
CG13252	FBgn0037016	FBtr0078245	protein_coding	2	1	4	220	5	0	7	0	0	0	0	44	2	0	105	4	0	0	0	0	0	0	0	0	0	1	59
CG13255	FBgn0040636	FBtr0078263	protein_coding	0	1	0	51	0	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34
CG13255	FBgn0040636	FBtr0331527	protein_coding	0	2	0	52	0	1	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25
CG13258	FBgn0032582	FBtr0080853	protein_coding	0	6	1	214	0	0	2	0	0	0	0	70	0	0	10	1	0	0	0	0	0	0	0	0	0	6	132
CG13258	FBgn0032582	FBtr0305564	protein_coding	0	6	2	213	0	0	2	0	0	0	0	70	0	0	9	2	0	0	0	0	0	0	0	0	0	6	132
CG13272	FBgn0086673	FBtr0080914	protein_coding	0	23	23	375	3	2	7	1	0	2	1	82	0	0	163	19	0	0	0	0	0	0	0	0	0	21	120
CG13272	FBgn0086673	FBtr0331621	protein_coding	0	22	23	450	3	1	12	1	0	2	1	82	0	0	205	19	0	0	0	0	0	0	0	0	0	21	148
CG13280	FBgn0032609	FBtr0080931	protein_coding	0	28	12	613	5	1	3	0	0	0	0	182	0	0	386	12	0	0	0	0	2	0	0	0	0	25	39
CG13280	FBgn0032609	FBtr0331625	protein_coding	0	24	11	321	5	0	7	0	0	0	0	182	0	0	15	11	0	0	0	0	2	0	0	0	0	22	114
CG13282	FBgn0032612	FBtr0080929	protein_coding	0	9	3	148	2	0	1	0	0	0	0	36	0	0	11	3	0	0	0	0	1	0	0	0	0	8	99
CG13282	FBgn0032612	FBtr0331624	protein_coding	0	10	3	153	2	0	4	0	0	0	0	36	0	0	17	3	0	0	0	0	2	0	0	0	0	8	95
CG13283	FBgn0032613	FBtr0080928	protein_coding	0	14	20	175	9	0	0	0	0	0	0	63	0	0	0	20	0	0	0	0	0	0	0	0	0	14	103
CG13284	FBgn0032614	FBtr0080926	protein_coding	0	11	1	379	0	0	4	0	0	0	0	117	0	0	140	1	0	0	0	0	1	0	0	0	0	10	119
CG13284	FBgn0032614	FBtr0080927	protein_coding	0	13	2	327	0	1	2	0	0	0	0	117	0	0	100	2	0	0	0	0	1	0	0	0	0	11	109
CG13284	FBgn0032614	FBtr0332333	protein_coding	0	15	2	376	0	1	10	0	0	0	0	117	0	0	132	2	0	0	0	0	3	0	0	0	0	11	119
CG13284	FBgn0032614	FBtr0332334	protein_coding	0	13	2	346	34	1	2	0	0	0	0	102	0	0	100	2	0	0	0	0	1	0	0	0	0	11	109
CG13284	FBgn0032614	FBtr0345747	protein_coding	0	11	1	399	34	0	4	0	0	0	0	103	0	0	140	1	0	0	0	0	1	0	0	0	0	10	119
CG13285	FBgn0035611	FBtr0077141	protein_coding	0	9	4	280	5	1	6	0	0	0	0	166	0	0	16	4	0	0	0	0	1	0	0	0	0	7	88
CG13285	FBgn0035611	FBtr0306593	protein_coding	1	8	4	301	8	1	6	1	0	0	0	172	0	0	28	4	0	0	0	0	1	0	0	1	0	6	88
CG13287	FBgn0035643	FBtr0077027	protein_coding	0	31	6	351	11	0	5	0	0	0	2	151	0	0	0	4	0	0	0	0	0	0	0	0	0	31	184
CG13287	FBgn0035643	FBtr0330086	protein_coding	0	31	6	351	11	0	5	0	0	0	2	151	0	0	0	4	0	0	0	0	0	0	0	0	0	31	184
CG13288	FBgn0035648	FBtr0113148	protein_coding	1	20	4	575	18	0	6	0	0	0	0	98	0	0	251	4	0	0	1	0	4	0	0	0	0	16	207
CG13288	FBgn0035648	FBtr0331563	protein_coding	0	21	4	392	5	0	6	0	0	0	0	139	0	0	39	4	0	0	0	0	4	0	0	0	0	17	207
CG13293	FBgn0035677	FBtr0332061	protein_coding	1	19	0	367	5	0	11	0	0	0	0	76	1	0	160	0	0	0	0	0	4	0	0	0	0	15	119
CG13293	FBgn0035677	FBtr0332062	protein_coding	1	19	0	415	25	0	11	0	0	0	0	104	1	0	160	0	0	0	0	0	4	0	0	0	0	15	119
CG13293	FBgn0035677	FBtr0332063	protein_coding	1	19	0	367	5	0	11	0	0	0	0	76	1	0	160	0	0	0	0	0	4	0	0	0	0	15	119
CG13293	FBgn0035677	FBtr0332064	protein_coding	1	19	0	367	5	0	11	0	0	0	0	76	1	0	160	0	0	0	0	0	4	0	0	0	0	15	119
CG13295	FBgn0035674	FBtr0077065	protein_coding	0	26	12	243	0	0	2	0	0	0	0	154	0	0	2	12	0	0	0	0	1	0	0	0	0	25	86
CG13296	FBgn0035687	FBtr0076997	protein_coding	0	6	4	157	0	0	1	0	0	0	0	56	0	0	2	4	0	0	0	0	1	0	0	0	0	5	99
CG13297	FBgn0035685	FBtr0077020	protein_coding	1	6	4	210	5	0	0	0	0	0	0	98	0	0	16	4	0	0	0	0	1	1	0	0	0	5	92
CG13298	FBgn0035692	FBtr0077015	protein_coding	0	2	0	101	2	0	0	0	0	0	0	83	0	0	1	0	0	0	0	0	2	0	0	0	0	1	15
CG13299	FBgn0035694	FBtr0077013	protein_coding	0	2	0	45	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16
CG13300	FBgn0035699	FBtr0077007	protein_coding	0	12	5	680	12	4	26	0	0	0	0	153	0	0	401	5	0	0	0	0	1	0	0	0	0	7	89
CG13305	FBgn0035921	FBtr0273348	protein_coding	0	22	10	314	2	0	3	0	1	1	3	160	0	0	15	5	0	0	0	0	2	0	0	0	1	19	136
CG13305	FBgn0035921	FBtr0273349	protein_coding	1	11	4	330	4	0	3	0	0	0	0	160	0	0	30	4	0	0	0	1	2	0	0	0	0	9	136
CG13306	FBgn0040828	FBtr0076592	protein_coding	0	7	1	341	9	0	2	0	0	0	0	167	0	0	0	1	0	0	0	0	1	0	0	0	0	6	163
CG13308	FBgn0035932	FBtr0303232	protein_coding	2	7	4	368	0	0	0	0	0	0	0	203	2	0	8	4	0	0	0	0	0	0	0	0	0	7	157
CG13309	FBgn0035933	FBtr0076582	protein_coding	0	13	3	390	1	0	0	0	0	0	0	187	0	0	5	3	0	0	0	0	1	0	0	0	0	12	198
CG13310	FBgn0035928	FBtr0076590	protein_coding	0	31	4	195	2	0	0	0	0	0	0	28	0	0	9	4	0	0	0	0	1	0	0	0	0	30	157
CG13311	FBgn0035929	FBtr0076589	protein_coding	0	6	3	264	3	0	4	0	0	0	0	104	0	0	5	3	0	0	0	0	1	0	0	0	0	5	149
CG13312	FBgn0035931	FBtr0076587	protein_coding	0	18	6	370	2	0	0	0	0	0	0	160	0	0	9	6	0	0	0	0	2	0	0	0	0	17	200
CG13313	FBgn0035941	FBtr0076512	protein_coding	0	20	2	207	1	0	1	0	0	0	0	105	0	0	25	2	0	0	0	0	1	0	0	0	0	19	76
CG13314	FBgn0035949	FBtr0076518	protein_coding	0	1	2	314	2	0	2	0	0	0	0	136	0	0	0	2	0	0	0	0	0	0	0	0	0	1	174
CG13314	FBgn0035949	FBtr0303233	protein_coding	0	2	2	324	2	1	3	0	0	0	0	136	0	0	27	2	0	0	0	0	0	0	0	0	0	1	156
CG13315	FBgn0040827	FBtr0076530	protein_coding	0	3	0	270	5	0	2	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	3	172
CG13315	FBgn0040827	FBtr0340709	protein_coding	0	3	0	267	1	0	2	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	3	172
CG13318	FBgn0037627	FBtr0081942	protein_coding	0	5	1	122	0	0	0	0	0	0	0	67	0	0	1	1	0	0	0	0	1	0	0	0	0	4	55
CG13319	FBgn0033781	FBtr0087788	protein_coding	0	2	2	178	4	0	2	0	0	0	0	112	0	0	1	2	0	0	0	0	0	0	0	0	0	2	59
CG13319	FBgn0033781	FBtr0300890	protein_coding	0	2	2	178	4	0	2	0	0	0	0	112	0	0	1	2	0	0	0	0	0	0	0	0	0	2	59
CG13321	FBgn0033787	FBtr0087792	protein_coding	0	18	2	375	3	0	9	0	0	0	0	168	0	0	18	2	0	0	0	0	1	0	0	0	0	17	178
CG13321	FBgn0033787	FBtr0345371	protein_coding	0	19	2	401	29	1	21	0	0	0	0	156	0	0	18	2	0	0	0	0	1	0	0	0	0	17	178
CG13322	FBgn0033784	FBtr0087803	protein_coding	0	7	2	241	2	1	5	0	0	0	0	100	0	0	5	2	0	0	0	0	0	0	0	0	0	6	129
CG13322	FBgn0033784	FBtr0087804	protein_coding	0	7	2	241	2	1	5	0	0	0	0	100	0	0	5	2	0	0	0	0	0	0	0	0	0	6	129
CG13322	FBgn0033784	FBtr0087805	protein_coding	0	7	2	241	2	1	5	0	0	0	0	100	0	0	5	2	0	0	0	0	0	0	0	0	0	6	129
CG13323	FBgn0033788	FBtr0087797	protein_coding	0	4	0	461	4	0	3	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	4	231
